code	r	pubDate	total_assets	total_liability	market_cap	roe	pcf_ratio	pe_ratio_lyr	pb_ratio	net_profit_to_total_revenue	eps
002364.XSHE	-0.011744186046511645	2016-04-26	1667463040.0	391225536.0	125.6305	3.45	-384.8363	99.9373	10.6168	22.03	0.0795
002441.XSHE	0.011162790697674408	2016-04-30	4523439104.0	1088413056.0	89.1279	1.2	784.7687	42.1037	2.6716	2.58	0.0631
002451.XSHE	0.0011627906976744145	2016-04-27	1992982784.0	1285581184.0	52.2648	0.75	1037.3357	358.8481	7.699	5.6	0.0117
002452.XSHE	0.0213953488372093	2016-04-29	1870761856.0	646240576.0	63.5763	1.94	-73.6229	93.3336	5.3416	12.37	0.0449
002471.XSHE	-0.006744186046511629	2016-04-28	8536418304.0	5843680768.0	86.9848	0.72	-141.5536	78.1311	5.0868	1.12	0.0097
002498.XSHE	0.0002325581395348891	2016-04-22	6488279040.0	2291691264.0	162.3476	1.35	-109.9783	68.2448	3.9219999999999997	7.62	0.017
002506.XSHE	0.010000000000000004	2016-04-26	15744672768.0	12073795584.0	418.8512	2.82	-1534.4388	15.5457	11.7046	3.46	0.0202
002518.XSHE	0.01895348837209301	2016-04-20	2443915008.0	627688512.0	99.4731	2.77	320.0665	42.6163	5.7161	14.45	0.1645
002527.XSHE	-0.00209302325581395	2016-04-23	3878810368.0	1621656320.0	96.4275	0.82	557.7149	47.4369	4.4136	7.67	0.0307
002531.XSHE	-0.011627906976744186	2016-04-30	4332009472.0	1953862912.0	90.2008	3.04	105.8092	51.5768	3.9929	17.93	0.0846
002533.XSHE	-0.017558139534883718	2016-04-22	2961671680.0	677909952.0	52.7137	1.24	65.5937	36.09	2.588	4.46	0.0461
002534.XSHE	-0.013255813953488368	2016-04-27	7381249536.0	4444060160.0	63.8028	0.66	-35.653	-41.1798	2.6115	4.82	0.0402
002546.XSHE	0.011627906976744186	2016-04-29	1766194304.0	337447392.0	107.8157	1.79	24.0899	68.9168	8.1506	16.86	0.0348
002560.XSHE	0.01883720930232557	2016-04-27	2467797760.0	811179200.0	59.0177	0.72	25.0294	101.8258	4.1406	4.3	0.07200000000000001
002576.XSHE	0.06604651162790698	2016-04-26	1098947712.0	214748672.0	36.5366	-0.23	-101.037	-220.1691	4.2927	-1.83	-0.0119
002580.XSHE	-0.001976744186046511	2016-04-15	1870174976.0	723559360.0	36.3716	0.91	58.2906	110.5414	3.0694	3.01	0.0464
002606.XSHE	-0.018488372093023255	2016-04-29	1350812928.0	546602752.0	36.4956	2.85	77.4759	141.7498	4.8457	13.39	0.107
002610.XSHE	-0.015000000000000006	2016-04-27	14694721536.0	8403032064.0	114.2924	0.32	-17.4394	124.2083	1.8477	2.68	0.0123
002617.XSHE	-0.006162790697674411	2016-04-27	3284790528.0	1036002112.0	78.012	0.32	545.6089	-199.3243	8.402999999999999	1.77	0.0118
002622.XSHE	0.005232558139534876	2016-04-30	1268481536.0	111282576.0	103.824	0.3	97.2657	114.8934	8.9976	35.63	0.0084
002630.XSHE	0.0	2016-04-28	9643262976.0	6673622016.0	80.6634	1.2	45.3811	40.6537	2.7751	3.68	0.0475
002665.XSHE	-0.00872093023255814	2016-04-29	4481932800.0	1505263744.0	201.1283	0.42	37.2696	118.8094	7.3202	6.99	0.0159
002692.XSHE	-0.02872093023255815	2016-04-29	3441709312.0	1891232896.0	58.7574	1.65	-220.5437	59.6085	4.1887	5.14	0.0716
002706.XSHE	-0.013837209302325576	2016-04-15	1775625088.0	343454496.0	63.0422	2.04	260.2748	62.8694	4.4818	10.09	0.1851
002733.XSHE	-0.03872093023255812	2016-04-27	2235527424.0	987244416.0	70.9308	1.74	-51.5632	53.553000000000004	5.8633	4.14	0.0696
002767.XSHE	-0.08744186046511623	2016-04-20	708060416.0	81881480.0	37.15	1.73	11.972000000000001	55.7604	6.0365	17.31	0.1076
300001.XSHE	0.024651162790697685	2016-04-26	6255257600.0	3526694144.0	249.2889	2.01	181.135	156.6985	10.1284	4.62	0.05
300011.XSHE	-0.022906976744186035	2016-04-16	3039059456.0	969484416.0	104.15799999999999	-0.2	113.6833	59.613	5.0283	-2.57	-0.0078
300018.XSHE	0.001744186046511632	2016-04-26	1493657472.0	97607992.0	63.7102	0.75	-739.7404	84.7739	4.7555	15.8	0.0418
300029.XSHE	-0.0009302325581395357	2016-04-29	613763200.0	376910560.0	24.16	-7.39	-157.7606	81.9727	10.165	-35.63	-0.0846
300040.XSHE	-0.03558139534883722	2016-04-27	2262958080.0	612529152.0	34.6079	0.62	138.5937	-62.1068	2.1102	5.4	0.0294
300048.XSHE	-0.026627906976744185	2016-04-26	3301847552.0	735284672.0	57.2357	2.55	-64.2734	130.9463	2.4662	27.34	0.1524
300062.XSHE	-0.041627906976744185	2016-04-27	2611839488.0	1518622976.0	29.491	1.55	-1576.2733	144.8746	3.8413	6.76	0.0779
300068.XSHE	-0.0641860465116279	2016-04-27	7109380608.0	3680873984.0	106.65799999999999	1.97	88.345	52.4626	3.5049	5.39	0.1
300069.XSHE	-0.08046511627906978	2016-04-19	696669312.0	198294176.0	31.239	1.88	-144.5911	198.9972	6.3873	14.32	0.0794
300105.XSHE	-0.001744186046511632	2016-04-27	2682730496.0	613192128.0	43.1101	-1.42	1908.3864	-90.1459	2.0712	-43.18	-0.0571
300111.XSHE	0.004999999999999997	2016-04-26	3051499008.0	1762937984.0	60.1333	1.76	112.6772	68.6185	4.752	6.26	0.0201
300118.XSHE	-0.018255813953488395	2016-04-27	9737263104.0	6069081088.0	112.5223	10.79	-1813.0905	34.9028	3.7225	19.33	0.5232
300120.XSHE	-0.0024418604651162685	2016-04-27	802145344.0	137437888.0	32.32	0.14	177.0252	482.9328	5.4438	-0.05	0.004
300124.XSHE	-0.016046511627907007	2016-04-23	5988466176.0	1547874176.0	304.0618	3.38	1315.2417	45.6332	7.4814	25.09	0.1755
300129.XSHE	-0.003023255813953486	2016-04-22	2912912384.0	910159680.0	53.1416	1.76	-132.7619	54.748000000000005	2.7075	20.16	0.0474
300140.XSHE	-0.024883720930232566	2016-04-22	1153067520.0	243065008.0	43.2612	-0.56	-31.3435	646.8603	5.5188	-6.36	-0.0179
300141.XSHE	0.03383720930232558	2016-04-25	832095296.0	127812696.0	40.2055	0.09	142.9976	77.3872	5.8066	1.77	0.0037
300153.XSHE	-0.07418604651162791	2016-04-27	1402717440.0	389843456.0	60.608000000000004	0.81	-49.2735	193.4675	6.3511	2.81	0.0244
300208.XSHE	-0.009767441860465114	2016-04-25	2105204736.0	839873280.0	121.8775	7.15	57.9149	35.9893	10.5776	25.35	0.1124
300215.XSHE	-0.06918604651162792	2016-04-26	3650034688.0	2281175808.0	80.13600000000001	0.2	26.7109	305.801	6.0614	2.09	0.0036
300222.XSHE	0.0003488372093023388	2016-04-26	2112805504.0	607177728.0	171.225	2.38	-2118.5696	125.2664	11.7353	15.69	0.0583
300265.XSHE	-0.058604651162790684	2016-04-27	1336781952.0	453212896.0	41.7825	2.62	-50.2248	129.5981	4.8652	13.02	0.0675
300274.XSHE	0.0017441860465116114	2016-04-27	7602044416.0	4642574848.0	145.8524	4.21	-73.9904	51.4858	5.183	8.98	0.1833
300283.XSHE	-0.025232558139534893	2016-04-27	832973888.0	270915360.0	29.2263	0.75	-38.1783	511.1708	5.3706	2.7	0.0148
300286.XSHE	-0.0417441860465116	2016-04-13	674630528.0	121751688.0	35.6975	2.84	-651.7803	55.6693	6.6468	23.22	0.1084
300308.XSHE	0.0	2016-04-23	624941056.0	83591096.0	26.6989	-1.19	159.4638	326.9722	4.8702	-62.93	-0.0301
300316.XSHE	-0.032790697674418605	2016-04-21	2468617472.0	449386752.0	87.1068	1.41	-17.8522	83.2643	4.8159	13.2	0.0291
300341.XSHE	-0.008139534883720921	2016-04-25	1044921984.0	131167520.0	56.9782	1.1	-94.9249	151.5175	6.3327	7.66	0.0387
300356.XSHE	-0.0018604651162790714	2016-04-26	2211355904.0	789394752.0	71.0988	0.15	-115.5661	197.8763	5.3489	3.65	0.0123
300360.XSHE	0.003488372093023264	2016-04-27	1624850816.0	495072928.0	70.843	4.66	-64.3196	30.0013	6.5517	23.59	0.2129
300362.XSHE	0.00023255813953487877	2016-04-26	3956001024.0	2287114496.0	80.612	0.16	23.893	242.2871	4.9601	1.65	0.0181
300372.XSHE	0.15197674418604654	2016-04-26	1256023808.0	613664704.0	24.5327	0.1	-14.3462	55.6299	3.8925	0.15	0.0036
300376.XSHE	0.003255813953488375	2016-04-26	4642051072.0	3322282752.0	165.6542	2.68	-157.256	59.3566	13.0723	5.94	0.0706
300393.XSHE	-0.0802325581395349	2016-04-23	1702670848.0	804357888.0	59.0878	4.27	80.8236	54.8685	7.0826	13.66	0.3046
300407.XSHE	-0.019534883720930228	2016-04-27	1125774208.0	332319584.0	41.208	-0.58	47.5857	56.1468	5.2063	-8.8	-0.0336
300414.XSHE	-0.03976744186046514	2016-04-20	819299840.0	142551008.0	54.0307	2.86	15.7254	67.053	7.9739	19.29	0.115
300423.XSHE	0.0	2016-04-20	548123264.0	105221824.0	30.2368	0.59	38.4899	70.6155	6.8677	9.24	0.0298
300427.XSHE	-0.04302325581395348	2016-04-27	707709824.0	82052776.0	55.8621	-1.03	128.3731	99.2128	9.9045	-17.17	-0.065
300444.XSHE	-0.04058139534883721	2016-04-25	1188984832.0	361891936.0	60.7591	1.15	19.4657	81.8353	7.4313	8.71	0.0335
300447.XSHE	-0.05011627906976743	2016-04-27	714612800.0	131809640.0	61.722	4.12	28.2374	125.3196	11.0716	26.72	0.2898
300466.XSHE	-0.03453488372093024	2016-04-25	593047424.0	119081368.0	59.61600000000001	0.75	50.8735	179.8975	12.6743	8.2	0.0445
300477.XSHE	-0.011627906976744186	2016-04-26	1551257856.0	829063808.0	55.9182	-1.85	60.6388	74.2752	7.6312	-8.66	-0.1239
300484.XSHE	-0.027325581395348852	2016-04-19	611704256.0	116002024.0	27.3572	6.86	-52.8552	38.5643	10.6825	30.06	0.4961
300490.XSHE	-0.05837209302325585	2016-04-22	945524672.0	384885024.0	40.89	1.55	57.2914	92.7525	7.4071	7.91	0.086
300491.XSHE	0.009186046511627898	2016-04-20	506157568.0	104218680.0	58.583999999999996	1.6	32.2266	137.0803	14.8099	17.92	0.0796
600089.XSHG	-0.0034883720930232436	2016-04-29	73315139584.0	47479738368.0	295.6542	2.59	494.5822	17.9336	1.4443	7.35	0.1707
600110.XSHG	-0.03906976744186047	2016-04-30	5915840512.0	3674878464.0	76.9559	0.48	-307.9925	53.2417	4.1156	2.78	0.0077
600112.XSHG	0.0062790697674418505	2016-04-30	2417426688.0	1253174784.0	64.4144	0.41	-366.4255	404.8371	5.0734	4.26	0.0094
600151.XSHG	-0.0050000000000000175	2016-04-29	12598537216.0	8305378304.0	139.7701	1.12	63.9967	624.1644	3.5487	5.61	0.0371
600192.XSHG	-0.01732558139534884	2016-04-20	4540029440.0	2582119936.0	37.4161	0.23	25.4011	92.4531	1.9827	1.16	0.01
600202.XSHG	0.0062790697674418505	2016-04-19	2426607616.0	1589554816.0	48.9526	-3.05	148.1793	217.0417	5.9377	-35.42	-0.0675
600268.XSHG	-0.00046511627906976785	2016-04-28	10635894784.0	8127872512.0	48.7869	-6.18	60.1163	160.2337	2.4995	-18.5	-0.1816
600290.XSHG	-0.010116279069767453	2016-04-29	7406231552.0	3160188672.0	81.3097	0.36	3.7894	135.2317	1.9454	4.19	0.0198
600312.XSHG	-0.023139534883720933	2016-04-08	11858472960.0	5350119424.0	177.334	2.2	79.2532	21.4494	2.8944	16.43	0.1198
600353.XSHG	-0.06034883720930233	2016-04-29	1497508608.0	326373344.0	45.3462	0.86	37.3613	71.7457	4.38	6.67	0.0165
600379.XSHG	-0.0029069767441860465	2016-04-30	839881344.0	397675808.0	50.968999999999994	1.52	37.8455	185.6317	11.7249	4.55	0.0283
600401.XSHG	0.004418604651162789	2016-04-30	16502095872.0	11526597632.0	120.9583	0.25	-6.1461	-12.7648	2.4859999999999998	1.06	0.0026
600405.XSHG	0.014651162790697671	2016-04-28	2306926336.0	1532117632.0	60.5675	-3.4	2498.6438	121.3646	7.5706	-17.08	-0.0612
600406.XSHG	-0.018604651162790715	2016-04-27	15390230528.0	7228664832.0	349.7693	0.17	54.5355	27.2606	4.9588	0.75	0.0058
600416.XSHG	-0.020697674418604664	2016-04-30	19239251968.0	15259240448.0	95.0072	0.14	55.9855	149.6581	2.4724	0.05	0.006999999999999999
600468.XSHG	-0.018023255813953497	2016-04-28	2560055040.0	730990656.0	62.0231	0.86	-121.6718	370.5036	3.6199	6.53	0.0186
600475.XSHG	0.007558139534883725	2016-04-22	4918679552.0	3217767168.0	38.7328	1.8	17.8137	46.5386	2.7411	5.92	0.1032
600517.XSHG	-0.013023255813953478	2016-04-29	8828113920.0	5357109760.0	127.8866	2.4	269.498	44.7828	3.7643	6.0	0.0569
600525.XSHG	-0.024883720930232545	2016-04-22	9675958272.0	3934253312.0	166.7293	1.9	25.7036	45.5763	3.1883	9.74	0.0935
600537.XSHG	-0.02348837209302325	2016-04-29	6812980736.0	3968598528.0	84.1097	3.34	13.5603	36.0271	3.0575	7.75	0.1589
600550.XSHG	0.01093023255813953	2016-04-29	8725324800.0	8199513088.0	98.0614	4.28	-139.6629	144.8302	10.315	1.17	0.0086
600580.XSHG	0.01511627906976743	2016-04-29	15043440640.0	8404819456.0	150.2857	1.52	36.0222	33.7127	2.7176	4.84	0.0552
600590.XSHG	-0.05069767441860466	2016-04-28	7987603968.0	4102253824.0	90.5066	0.51	175.1827	154.4589	2.4695	4.08	0.0264
600847.XSHG	0.07209302325581399	2016-04-20	759738688.0	52041268.0	52.2933	-0.39	-68.5869	-263.9403	7.3706	-8.18	-0.0179
600869.XSHG	-0.025116279069767433	2016-04-29	12778996736.0	8342298624.0	173.7213	2.06	-201.44	95.0782	4.3581	3.8	0.0416
600875.XSHG	0.004186046511627921	2016-04-30	86045949952.0	62045609984.0	262.2002	0.02	8.0329	59.7168	1.1374	0.18	0.0019
600885.XSHG	-0.05639534883720932	2016-04-30	5758065152.0	1713048192.0	128.7374	4.5	-87.2354	27.2574	4.4132	16.44	0.2522
600973.XSHG	-0.008255813953488372	2016-04-30	9996266496.0	6449526784.0	63.2556	1.38	5.534	49.1595	1.9306	1.22	0.068
601012.XSHG	-0.020813953488372103	2016-04-25	11641728000.0	5710631424.0	224.4539	4.62	24.4376	43.1372	3.9707	12.29	0.1501
601126.XSHG	0.009999999999999993	2016-04-29	5372410368.0	1671345152.0	79.6909	0.27	143.1367	23.1581	2.1645	1.45	0.0122
601179.XSHG	0.001046511627906975	2016-04-28	31993950208.0	12465923072.0	288.0746	1.25	9.4808	31.8676	1.5627	9.32	0.0454
601218.XSHG	-0.0012790697674418643	2016-04-28	3920749568.0	1401222144.0	52.5633	1.16	-30.1317	56.6064	2.1829	7.86	0.0288
601222.XSHG	-0.021976744186046518	2016-04-28	7686398976.0	2480238336.0	143.6523	2.21	93.5262	35.0439	2.9868	17.59	0.2739
601558.XSHG	0.0023255813953488393	2016-04-28	12331999232.0	8284677120.0	187.5517	-5.62	-40.3301	232.3115	2.5025	-268.05	-0.0387
601567.XSHG	0.006744186046511629	2016-04-26	8221381632.0	5051262976.0	157.9752	2.2	-93.9936	42.4239	5.6549	8.22	0.0564
601616.XSHG	-0.0016279069767441824	2016-04-28	3011124224.0	497373920.0	63.1031	-0.57	-69.1819	162.7813	2.5089	-8.54	-0.0152
601700.XSHG	0.002325581395348829	2016-04-19	4327217152.0	1461670912.0	78.3074	1.52	-31.9439	39.6036	2.7792	7.15	0.0381
601727.XSHG	-0.0032558139534883852	2016-04-30	158234443776.0	107794776064.0	1209.3322	1.25	8.5372	56.8142	3.2464	5.86	0.0366
601877.XSHG	-0.027093023255813975	2016-04-22	12518966272.0	5133709312.0	266.1371	4.72	366.7261	14.520999999999999	4.2719	14.38	0.2465
601908.XSHG	-0.009418604651162786	2016-04-27	10328398848.0	4100297216.0	138.0147	1.65	-2599.9565	120.0344	2.2696	23.59	0.0507
603015.XSHG	-0.005465116279069775	2016-04-30	1213389568.0	125683904.0	52.8464	1.35	35.8704	58.8463	5.0084	14.04	0.0723
603025.XSHG	-0.027558139534883713	2016-04-25	1661222272.0	134728160.0	152.9187	3.36	-124.229	69.857	10.7693	28.39	0.1115
603100.XSHG	-0.017906976744186058	2016-04-28	4401066496.0	2571145984.0	57.117	1.33	311.1104	35.8245	3.1735	3.46	0.0609
603333.XSHG	0.013372093023255817	2016-04-30	1726868096.0	248140320.0	45.8644	-0.12	190.6064	-66.2771	3.0778	-1.33	-0.0034
603606.XSHG	-0.011976744186046504	2016-04-29	1718124416.0	903716736.0	44.4687	0.83	-74.0832	68.3969	5.6406	2.08	0.0215
603618.XSHG	-0.020813953488372103	2016-04-12	2979840512.0	1411212544.0	101.5333	1.99	31.4818	75.2274	6.7309	4.33	0.1422
603806.XSHG	-0.09848837209302325	2016-04-28	4929424384.0	500819232.0	154.4484	3.67	2319.1038	23.8606	3.6183	17.85	0.3973
603861.XSHG	-0.13488372093023257	2016-04-30	2668202752.0	903979776.0	97.5704	1.64	8040.5293	56.6735	7.1694	9.39	0.0625
603988.XSHG	0.03616279069767445	2016-04-29	807821888.0	160927504.0	39.664	1.74	-345.9846	72.9921	6.3195	18.81	0.1393
