code	r	pubDate	total_assets	total_liability	market_cap	roe	pcf_ratio	pe_ratio_lyr	pb_ratio	net_profit_to_total_revenue	eps
002518.XSHE	0.03199999999999999	2015-04-18	2121250816.0	506156768.0	70.72800000000001	2.17	-106.7789	46.3613	4.5507	12.0	0.1147
002527.XSHE	-0.12658823529411767	2015-04-21	2393678080.0	335504480.0	103.1312	0.84	-49.9334	62.0865	5.0531	8.1	0.0438
002531.XSHE	0.012823529411764704	2015-04-23	2875904000.0	894401216.0	74.5638	1.96	-139.8415	43.2286	3.7214	11.91	0.094
002533.XSHE	0.04811764705882353	2015-04-21	2804552704.0	642656640.0	50.9235	0.82	60.3755	39.8137	2.5947	2.48	0.0294
002534.XSHE	0.07588235294117648	2015-04-28	6982452224.0	3821242880.0	88.3147	1.66	-31.2144	125.0177	3.3366	9.11	0.1104
002545.XSHE	-0.015294117647058821	2015-04-25	4087818496.0	1195904512.0	52.4924	0.48	18.9193	31.0964	1.8391	5.77	0.0528
002546.XSHE	0.023764705882352948	2015-04-25	1713155200.0	295889472.0	43.3944	1.84	42.2899	29.2605	3.2936	19.01	0.0969
002560.XSHE	0.01929411764705883	2015-04-24	1962370816.0	340992224.0	30.0577	0.78	65.3805	64.1125	2.1646	9.12	0.0778
002576.XSHE	0.12399999999999999	2015-04-21	1163292544.0	308425472.0	49.1007	0.14	-53.2627	482.4046	5.8337	0.72	0.0071
002580.XSHE	0.05223529411764706	2015-04-28	1840502528.0	765945152.0	34.2598	0.68	68.0985	176.6446	3.2076	2.08	0.0532
002606.XSHE	0.06670588235294117	2015-04-29	1323681536.0	577660352.0	36.86	-1.48	-29.761999999999997	120.6757	5.0471	-16.65	-0.0538
002610.XSHE	0.020705882352941178	2015-04-24	8667534336.0	6271804416.0	108.6775	0.47	21.6988	1285.6758	4.7275	2.23	0.0301
002617.XSHE	-0.015294117647058831	2015-04-17	2105406464.0	1231245952.0	42.138000000000005	1.11	-135.9269	110.5696	4.9708	1.68	0.0526
002622.XSHE	0.019411764705882337	2015-04-09	1450247296.0	367679488.0	122.22	1.13	-81.7232	258.6473	11.4266	77.28	0.0309
002630.XSHE	0.015647058823529413	2015-04-25	7638641152.0	4865066496.0	87.8589	1.07	32.8424	66.8511	3.2043	4.74	0.0799
002665.XSHE	0.01258823529411763	2015-04-24	3656134912.0	1596897792.0	148.0985	0.4	4774.6992	69.6107	7.5629	3.21	0.0286
002692.XSHE	0.030588235294117652	2015-04-29	2804494848.0	1393912064.0	54.9708	1.67	-48.0166	41.9942	4.2579	4.02	0.0668
002706.XSHE	-0.005529411764705879	2015-04-23	1063738240.0	254850112.0	48.5894	2.36	27.6457	48.4563	6.1761	9.93	0.213
002733.XSHE	0.054235294117647055	2015-04-23	1720848512.0	587019456.0	47.0832	1.66	12.4221	47.8838	4.2818	3.88	0.1355
300001.XSHE	-0.08976470588235293	2015-04-18	3014599168.0	1399183872.0	78.156	3.08	-415.597	66.0265	5.5283	9.48	0.1104
300011.XSHE	-0.09729411764705882	2015-04-28	2888477440.0	1028469056.0	127.1774	1.66	128.9757	72.7877	6.9617	18.16	0.0581
300018.XSHE	0.14258823529411765	2015-04-23	847873664.0	65542636.0	37.7715	0.51	276.1739	97.762	5.0526	9.46	0.0195
300029.XSHE	0.07823529411764707	2015-04-28	1064400128.0	408584448.0	27.38	0.61	-52.1991	-21.052	4.5926	5.72	0.0183
300040.XSHE	0.03741176470588236	2015-04-25	1379866624.0	202223792.0	31.058000000000003	-0.51	-41.6557	342.2312	2.6239	-18.55	-0.0217
300048.XSHE	-0.02482352941176471	2015-04-27	2038952704.0	355863520.0	45.4805	0.19	-30.1653	104.0521	2.9898	2.24	0.0084
300062.XSHE	0.03341176470588234	2015-04-25	1013219392.0	186287216.0	24.6114	0.68	411.0333	61.6215	3.2233	7.31	0.0337
300068.XSHE	0.049294117647058835	2015-04-27	4857964032.0	1871231744.0	79.9784	0.98	-528.1922	75.7358	2.8476	2.62	0.0455
300069.XSHE	0.16011764705882356	2015-04-24	658753472.0	171175232.0	26.91	0.66	-38.2029	114.1427	5.5555	5.69	0.0273
300105.XSHE	0.12294117647058825	2015-04-23	3036420608.0	890307648.0	86.7335	-1.05	-41.2815	51.2077	4.0358	-15.97	-0.0437
300111.XSHE	0.02164705882352941	2015-04-27	3088048640.0	1907941760.0	78.9459	-2.9	-35.3685	210.7169	6.5364	-15.32	-0.0309
300118.XSHE	0.037294117647058825	2015-04-24	5982333440.0	3205572608.0	68.5007	-0.76	-86.7811	90.5463	2.545	-2.29	-0.0315
300120.XSHE	0.005529411764705869	2015-04-17	698547648.0	86789112.0	26.8494	0.27	-56.1505	542.4193	4.4836	1.25	0.0078
300124.XSHE	0.03917647058823527	2015-04-23	4689755648.0	906384896.0	326.8514	3.58	239.3364	49.0535	9.4239	28.86	0.1615
300129.XSHE	0.02447058823529411	2015-04-24	2711257856.0	999618560.0	45.5868	1.28	-14.1966	58.8941	3.0097	7.59	0.0601
300140.XSHE	0.05623529411764703	2015-04-23	1105693440.0	182131552.0	55.6442	0.0	-43.5566	654.6956	7.0488	0.28	0.0001
300141.XSHE	-0.0052941176470588155	2015-04-24	823923584.0	123551272.0	23.225	1.78	-42.3071	44.7033	3.3779	16.08	0.0739
300152.XSHE	0.03152941176470588	2015-04-24	2815452416.0	1128709504.0	54.648	0.82	-46.2805	117.9283	3.7392	7.77	0.0506
300153.XSHE	0.06341176470588233	2015-04-25	1133133824.0	191230256.0	34.4	0.64	-46.9858	170.9201	3.6639	4.55	0.0377
300208.XSHE	0.04752941176470592	2015-04-25	1536535552.0	685882816.0	97.5061	8.1	-74.5305	89.0217	12.1059	28.44	0.2224
300215.XSHE	0.05141176470588235	2015-04-27	3293038080.0	1939597184.0	79.128	-0.69	741.1268	101.9624	6.0061	-12.81	-0.0125
300222.XSHE	-0.04047058823529411	2015-04-27	1699316224.0	362090784.0	66.2958	0.92	152.4422	86.2246	5.1462	7.54	0.0724
300242.XSHE	-0.014235294117647047	2015-04-16	799711296.0	307476800.0	37.2037	0.92	-362.6246	907.7119	7.4031	2.24	0.0397
300265.XSHE	0.046	2015-04-27	1222694784.0	428096992.0	44.604	1.53	-44.5891	105.3526	5.709	7.48	0.0891
300274.XSHE	0.11247058823529413	2015-04-25	4851021312.0	2411121408.0	213.2843	2.87	-101.1858	117.8158	9.0126	9.43	0.1047
300283.XSHE	0.04282352941176471	2015-04-21	916705216.0	342306528.0	34.1986	0.82	92.8179	147.0057	6.1157	2.99	0.0332
300286.XSHE	0.12494117647058822	2015-04-25	594388544.0	112541184.0	49.0347	2.91	-1668.9271	68.6959	10.6193	20.56	0.0984
300308.XSHE	0.057294117647058836	2015-04-25	653114816.0	109763240.0	28.6862	-0.7	94.1818	201.4352	5.2639	-19.98	-0.0177
300316.XSHE	-0.029411764705882353	2015-04-24	1877253888.0	95209000.0	126.6558	1.02	-49.7402	192.4551	7.3563	15.61	0.044000000000000004
300341.XSHE	0.08835294117647059	2015-04-23	630396032.0	61652728.0	41.768	1.31	-145.819	111.0701	7.6237	11.36	0.0391
300356.XSHE	0.1104705882352941	2015-04-25	1858488192.0	480367872.0	78.515	0.14	-76.5931	165.8647	6.0575	3.05	0.0111
300360.XSHE	-0.10870588235294115	2015-04-24	1423031040.0	517829888.0	72.2871	4.83	-3001.0159	33.7968	8.3813	20.37	0.1769
300362.XSHE	-0.026588235294117645	2015-04-25	1591387904.0	967058944.0	28.7854	0.29	-95.9994	89.5184	4.6897	2.61	0.0173
300372.XSHE	0.11599999999999999	2015-04-25	1122901760.0	461699232.0	27.6036	0.6	31.8457	43.8675	4.1998	4.76	0.0459
300376.XSHE	0.01764705882352941	2015-04-17	2781318400.0	1666279680.0	94.4055	2.34	86.191	59.5852	8.7094	6.62	0.1435
300393.XSHE	0.09070588235294115	2015-04-16	1084050560.0	315973536.0	52.7548	3.62	39.0903	44.9079	7.1148	21.82	0.2285
300407.XSHE	-0.01576470588235294	2015-04-24	1071283648.0	336830176.0	41.48	-0.23	81.1522	61.0204	5.6665	-4.68	-0.0249
300423.XSHE	0.05717647058823531	2015-04-23	624943808.0	214803792.0	26.092	1.62	-132.3324	60.9357	12.145	9.18	0.0576
300427.XSHE	-0.09329411764705882	2015-04-27	559400256.0	56235688.0	26.4414	-1.42	-913.9639	46.9607	8.2036	-38.72	-0.0662
600089.XSHG	0.0816470588235294	2015-04-15	60987240448.0	39391916032.0	466.9033	2.77	12.6755	35.1484	2.387	6.89	0.1695
600110.XSHG	-0.05329411764705884	2015-04-28	6761558016.0	4905314304.0	93.0602	0.4	-123.2048	1683.6107	4.7468	2.05	0.0062
600112.XSHG	0.13258823529411765	2015-04-30	2704660480.0	1431155200.0	113.96	0.46	-41.1683	1565.6224	9.3938	9.06	0.0115
600151.XSHG	0.06552941176470586	2015-04-30	8877187072.0	5179023360.0	161.6483	-2.33	-140.3806	721.8645	4.3156	-24.66	-0.069
600192.XSHG	0.07552941176470589	2015-04-24	4286396672.0	2347766016.0	53.8933	1.0	494.1532	69.3509	2.9059	4.29	0.042
600202.XSHG	-0.06399999999999999	2015-04-21	2838111488.0	1980708736.0	39.9058	0.15	1028.5885	-45.3485	4.7567	0.67	0.0034
600268.XSHG	0.04129411764705882	2015-04-25	10156133376.0	7560831488.0	58.3156	-5.64	-33.6653	-17.1033	2.9379	-17.58	-0.1714
600290.XSHG	0.05082352941176471	2015-04-30	4946910720.0	2872024576.0	65.6497	1.49	-17.695	72.3622	3.2891	7.6	0.057
600312.XSHG	0.003882352941176492	2015-04-17	10210226176.0	4095619072.0	235.687	0.36	306.6757	59.1282	4.0159	3.93	0.0184
600353.XSHG	0.001999999999999999	2015-04-30	1257902336.0	249078096.0	31.9707	0.68	-92.2551	36.8677	3.2526	6.64	0.0247
600379.XSHG	0.0027058823529411817	2015-04-25	758013184.0	344367808.0	36.7939	1.15	-227.1454	181.2301	9.038	4.13	0.0199
600401.XSHG	0.011058823529411763	2015-04-30	14974255104.0	10176681984.0	151.0404	0.49	6.7428	-74.5522	2.5706	1.43	0.0151
600405.XSHG	0.054470588235294104	2015-04-28	1784953728.0	1058325824.0	56.6321	-2.77	-73.8327	181.5629	7.7423	-12.61	-0.0481
600406.XSHG	0.1284705882352941	2015-04-29	14115741696.0	6891693568.0	503.7649	0.13	51.363	39.2628	7.0483	0.46	0.0038
600416.XSHG	0.04552941176470585	2015-04-30	17830014976.0	13926212608.0	138.0503	-0.82	-967.0542	287.1087	3.6393	-2.22	-0.0326
600468.XSHG	0.07305882352941176	2015-04-25	1458750720.0	709234112.0	89.9611	1.54	68.7274	185.1613	14.0963	5.93	0.0217
600475.XSHG	0.06952941176470591	2015-04-29	4702136832.0	3131197184.0	39.6288	2.04	-56.144	52.3744	2.9242	5.12	0.1099
600517.XSHG	0.0476470588235294	2015-04-17	5148954112.0	2629433088.0	174.2331	0.91	-3418.4763	61.4751	8.0937	2.74	0.0169
600525.XSHG	-0.006823529411764686	2015-04-28	6232074752.0	3156363008.0	151.9468	1.52	-442.9565	49.998999999999995	5.3889	6.56	0.0483
600537.XSHG	0.03694117647058824	2015-04-29	6631859200.0	4047196416.0	107.7545	0.58	-92.7155	156.4453	4.1514	1.67	0.0194
600550.XSHG	0.07082352941176472	2015-04-16	9207639040.0	8040265216.0	175.86599999999999	24.05	-50.2673	259.7424	19.2266	22.67	0.146
600580.XSHG	0.05305882352941176	2015-04-30	13529019392.0	8656882688.0	156.9175	2.58	-96.9757	43.1054	4.2559	5.45	0.0882
600590.XSHG	0.02364705882352941	2015-04-28	5635734528.0	3371597312.0	77.1134	0.15	36.5899	131.6021	3.5265	0.61	0.0066
600847.XSHG	-0.04058823529411768	2015-04-30	892721728.0	178646000.0	37.922	0.14	-5.7715	-277.4008	5.0088	3.02	0.0065
600869.XSHG	0.05270588235294117	2015-04-30	12299967488.0	8968085504.0	177.1188	2.66	-32.9922	58.4754	5.6737	4.18	0.0841
600875.XSHG	0.1824705882352941	2015-04-30	84314185728.0	60463591424.0	506.4063	0.51	8.8936	39.6169	2.5911	1.5	0.0461
600885.XSHG	0.03411764705882355	2015-04-29	4754370560.0	1145393024.0	155.4956	4.31	-34.1387	36.1727	5.9766	15.68	0.2152
600973.XSHG	0.03282352941176471	2015-04-30	8537721856.0	6368029696.0	60.1448	0.81	182.8859	46.7419	2.9189	0.79	0.0409
601012.XSHG	0.08847058823529412	2015-04-30	5992488448.0	2638935808.0	283.1559	2.27	72.6799	96.4579	8.5543	11.09	0.1351
601126.XSHG	0.03458823529411764	2015-04-29	5152487424.0	1699104896.0	113.1529	0.28	-115.4428	33.2042	3.2903	2.03	0.0238
601179.XSHG	0.07011764705882352	2015-04-30	31133188096.0	12184914944.0	414.6839	0.9	-14.5285	128.8904	2.315	5.61	0.0317
601218.XSHG	0.07564705882352941	2015-04-24	3805015552.0	1397063296.0	105.6224	0.67	87.6004	528.8486	4.5675	4.83	0.0159
601222.XSHG	0.055411764705882355	2015-04-28	4462823936.0	1355576448.0	133.2254	2.66	-27.8029	35.8601	4.5205	17.08	0.2239
601558.XSHG	0.036	2015-04-30	16825816064.0	8276226048.0	382.9431	-2.86	-17.2293	-11.112	4.4747	-108.8	-0.0411
601567.XSHG	0.09011764705882351	2015-04-28	6532174336.0	3455996672.0	132.977	1.51	87.3274	47.1187	5.5001	7.59	0.087
601616.XSHG	0.025058823529411762	2015-04-30	3066156288.0	494120832.0	68.0376	0.14	-20.6032	124.6522	2.6936	2.71	0.0038
601700.XSHG	0.06447058823529413	2015-04-22	4120267776.0	1232338432.0	125.6672	2.22	43207.5586	63.5556	4.4546	10.59	0.1399
601727.XSHG	0.10270588235294116	2015-04-25	150967222272.0	102930423808.0	1400.34	1.84	49.299	54.8188	4.0902	6.52	0.0508
601877.XSHG	0.009176470588235307	2015-04-29	11877558272.0	5182395904.0	415.8139	4.88	-751.4485	26.9704	7.513999999999999	14.71	0.2987
601908.XSHG	0.01729411764705883	2015-04-28	6039096832.0	2226889984.0	148.1384	0.93	-56.4534	128.8392	3.9332	14.02	0.040999999999999995
603015.XSHG	0.04458823529411764	2015-04-21	1202136960.0	167086080.0	49.2446	2.61	-150.8331	54.8356	9.2112	19.74	0.1024
603100.XSHG	0.0848235294117647	2015-04-29	3978818560.0	2225611776.0	78.52600000000001	1.45	66.962	55.5266	4.5982	3.49	0.0634
603333.XSHG	0.0331764705882353	2015-04-28	1723581568.0	249802544.0	37.5444	-0.23	-15.2529	580.5003	2.4881	-2.96	-0.0066
603606.XSHG	0.02870588235294117	2015-04-30	1703400064.0	924605312.0	37.0478	0.95	16.0748	59.2142	4.9732	1.93	0.0519
603618.XSHG	0.031294117647058826	2015-04-28	2999739904.0	1530167040.0	50.3293	2.06	-31.572	43.008	5.968	3.65	0.1101
603806.XSHG	0.16117647058823528	2015-04-30	4240616704.0	330157920.0	179.7744	2.81	16.5692	30.1863	4.7282	14.67	0.2694
603988.XSHG	0.07411764705882354	2015-04-28	792867200.0	169450384.0	32.896	2.34	15.0188	60.5372	5.4018	20.18	0.1804
