code	r	pubDate	total_assets	total_liability	market_cap	roe	pcf_ratio	pe_ratio_lyr	pb_ratio	net_profit_to_total_revenue	eps
002169.XSHE	0.014471544715447164	2016-10-27	4101496320.0	1256154368.0	62.3372	1.31	588.9062	57.7106	5.2699	8.83	0.0584
002176.XSHE	0.02747967479674796	2016-10-21	9036015616.0	4254148608.0	179.3871	1.41	-393.3405	455.4387	3.8725	8.58	0.04
002184.XSHE	0.059186991869918694	2016-10-25	2082594560.0	842837312.0	53.672	0.01	-66.6098	68.9336	4.8533	0.84	0.0003
002196.XSHE	0.05	2016-10-27	2801527296.0	501016448.0	77.1038	1.0	770.9105	130.6019	3.4249	9.88	0.09
002202.XSHE	0.003089430894308935	2016-10-29	61498626048.0	41654743040.0	428.9328	3.72	83.8943	15.0529	2.7355	11.55	0.2525
002212.XSHE	0.013495934959349594	2016-10-28	3254283776.0	1393528320.0	79.5495	1.27	54.6761	141.094	4.3387	3.49	0.05
002218.XSHE	0.0040650406504065045	2016-10-24	4630443520.0	1968857472.0	61.3844	0.98	-21.8148	197.6206	2.3291	7.91	0.0424
002227.XSHE	0.08195121951219511	2016-10-29	975651136.0	200672976.0	61.9658	0.02	-79.3448	648.0588	8.0136	0.05	0.0007
002249.XSHE	0.024065040650406502	2016-10-21	13615022080.0	4903690752.0	237.2087	1.21	24.2223	69.5272	2.8805	6.22	0.04
002255.XSHE	-0.01723577235772358	2016-10-22	3492299008.0	1101302144.0	48.0371	1.0	60.472	56.6444	2.1208	11.46	0.0367
002266.XSHE	0.008211382113821136	2016-10-28	5627424256.0	2471102720.0	116.1509	0.5	155.5302	163.7112	4.0043	12.93	0.006999999999999999
002276.XSHE	0.039918699186991854	2016-10-24	5002319360.0	1999067520.0	158.3635	0.93	81.8011	58.2451	5.3585	1.55	0.0295
002298.XSHE	0.031463414634146335	2016-10-21	6093625344.0	1850882944.0	93.9884	0.86	125.0075	141.6581	3.0879	7.65	0.0484
002300.XSHE	-0.025528455284552835	2016-10-28	3240232704.0	1883729280.0	47.5948	3.27	-68.2582	26.281	3.7993	5.14	0.08
002309.XSHE	0.026097560975609762	2016-10-26	26232705024.0	20523606016.0	98.1993	-1.87	19.1354	23.6479	1.7491	-2.32	-0.16
002322.XSHE	-0.019674796747967495	2016-10-21	3077975296.0	184937072.0	72.2768	1.51	92.8505	67.0024	2.5748	38.82	0.11
002334.XSHE	0.006422764227642277	2016-10-28	2305606144.0	459966752.0	60.2886	1.84	123.9446	40.4947	3.5237	11.08	0.042
002335.XSHE	0.07154471544715445	2016-10-28	4805780992.0	1612770688.0	114.0343	1.99	15.8362	78.1433	3.952	12.9	0.23
002339.XSHE	0.03471544715447154	2016-10-28	2727854336.0	1095917312.0	71.4219	3.97	-844.4804	49.5622	4.8554	16.99	0.16
002350.XSHE	0.02170731707317073	2016-10-28	2200447232.0	1024096512.0	47.4759	0.73	203.9132	110.9138	4.3302	2.1	0.0368
002356.XSHE	-0.002439024390243908	2016-10-28	4604888064.0	2716110592.0	73.92399999999999	2.24	-43.0464	70.0094	4.5515	10.26	0.1187
002358.XSHE	-0.007560975609756096	2016-10-14	7508723200.0	2884524288.0	166.1476	4.75	76.6761	90.9851	3.7505	21.32	0.2
002359.XSHE	-0.053902439024390236	2016-10-15	1629569664.0	739429184.0	116.2872	-7.97	299.577	1020.2189	12.0627	-33.09	-0.1772
002364.XSHE	0.05252032520325204	2016-10-25	2603671552.0	251507760.0	140.7222	1.89	255.5546	98.079	6.2453	16.53	0.06
002441.XSHE	0.020813008130081304	2016-10-27	4791972352.0	1337901440.0	76.1796	0.87	13.0522	42.0008	2.2664	1.38	0.05
002451.XSHE	-0.0526829268292683	2016-10-29	1815470336.0	1144705408.0	52.8797	0.15	-216.1604	363.0698	7.9312	0.63	0.002
002452.XSHE	0.014390243902439022	2016-10-29	2783336192.0	1509476352.0	48.7068	1.83	111.9333	71.5043	3.9394	5.91	0.043
002471.XSHE	0.011869918699186991	2016-10-27	8581514752.0	5796251136.0	85.2096	1.94	119.8295	76.5366	4.8519	2.84	0.0271
002498.XSHE	0.003495934959349595	2016-10-26	6594528768.0	2252509952.0	145.0483	3.04	18.8761	41.5403	3.443	12.24	0.04
002506.XSHE	0.015853658536585366	2016-10-28	19918262272.0	16101817344.0	298.7469	0.43	184.1576	46.7887	7.9209	0.61	0.0032
002518.XSHE	0.02796747967479676	2016-10-25	2589391360.0	600723840.0	93.1167	3.92	-359.5707	39.893	5.2272	17.36	0.16
002527.XSHE	0.0291869918699187	2016-10-24	4609487360.0	1901526272.0	93.1497	2.55	57.9705	49.1188	3.5317	8.06	0.1104
002531.XSHE	0.00016260162601626393	2016-10-29	6336785408.0	3698724864.0	99.6982	5.21	27.6567	32.8802	4.1037	22.25	0.08800000000000001
002533.XSHE	0.024146341463414638	2016-10-27	3061343744.0	732462528.0	59.5725	2.78	-426.2784	40.7859	2.8802	6.61	0.10800000000000001
002534.XSHE	0.011138211382113815	2016-10-25	7525969920.0	4584167424.0	73.3652	2.69	98.6812	-47.3515	2.9477	10.02	0.11
002546.XSHE	0.03178861788617886	2016-10-27	3150830592.0	315011296.0	82.5709	0.51	-82.2325	52.78	3.063	12.2	0.016
002560.XSHE	0.02252032520325203	2016-10-25	2666521088.0	971173760.0	49.3265	1.71	-507.6275	85.1052	3.3867	4.8	0.06
002576.XSHE	-0.047398373983739826	2016-10-21	1015685952.0	160624768.0	31.0883	1.12	-33.5199	328.7002	3.7017	6.37	0.0574
002580.XSHE	0.025284552845528465	2016-10-21	1976464768.0	817293568.0	40.6437	1.06	-690.0825	123.5252	3.5545	2.78	0.06
002606.XSHE	-0.02130081300813006	2016-10-29	1392333824.0	550843264.0	61.2	2.68	1960.6759	165.7262	7.7512	14.32	0.11
002610.XSHE	0.010406504065040645	2016-10-26	15257468928.0	8960545792.0	164.3655	0.68	8.481	147.7382	2.7426	6.7	0.01
002617.XSHE	0.012601626016260168	2016-10-21	2787097344.0	513046816.0	113.7509	0.45	25.2371	136.7134	5.0697	3.16	0.02
002622.XSHE	0.001463414634146339	2016-10-25	1293720960.0	113156576.0	89.88	1.84	-24453.3711	99.4627	7.7467	39.94	0.03
002630.XSHE	0.0019512195121951237	2016-10-26	10271751168.0	7164261376.0	81.6228	1.88	50.1426	41.1373	2.7208	7.46	0.077
002665.XSHE	0.015284552845528461	2016-10-25	4454135296.0	1414668800.0	187.8487	0.66	-36.2101	110.9649	6.7059	6.87	0.01
002692.XSHE	0.03211382113821139	2016-10-22	2851599872.0	1376192640.0	83.1613	1.56	300.7891	64.9443	5.8627	3.76	0.0311
002706.XSHE	0.006504065040650398	2016-10-22	1865391872.0	387421344.0	70.7946	3.89	46.6071	56.5744	4.9855	16.34	0.23
002733.XSHE	0.055772357723577234	2016-10-25	3233822464.0	1033101120.0	83.0118	2.12	-10529.1406	62.6742	3.8704	5.95	0.11
002767.XSHE	0.08650406504065038	2016-10-28	751321344.0	113291936.0	54.825	2.12	-17.4219	104.1521	8.7768	17.01	0.0892
002801.XSHE	0.3626829268292683	2016-10-27	806209408.0	88289288.0	99.2422	3.39	40.3024	120.6966	14.3382	23.75	0.41
300001.XSHE	0.030569105691056895	2016-10-29	8478526464.0	5670976512.0	202.3072	1.23	67.1532	138.938	7.9141	2.91	0.03
300011.XSHE	0.022601626016260173	2016-10-20	3243003392.0	1120749312.0	103.2143	2.59	-85.1559	39.2672	5.0101	19.24	0.1026
300018.XSHE	0.036585365853658534	2016-10-28	1526634880.0	106377976.0	59.8635	1.87	-112.5172	79.6555	4.4442	31.54	0.05
300029.XSHE	0.029918699186991866	2016-10-26	545183744.0	322511936.0	27.1	-10.72	51.6679	-7.5594	11.5244	-117.01	-0.1196
300040.XSHE	0.007479674796747981	2016-10-28	2309879808.0	611966720.0	39.9721	1.07	-36.4908	198.8774	2.4031	9.45	0.05
300048.XSHE	0.01121951219512195	2016-10-28	3899776768.0	1262624512.0	73.3751	1.76	36.5442	141.3117	3.0604	13.54	0.0541
300062.XSHE	0.029918699186991866	2016-10-29	1574665856.0	680479872.0	40.9024	3.56	-50.2491	200.9331	5.1318	19.62	0.19
300068.XSHE	0.024146341463414624	2016-10-28	9070659584.0	2954358272.0	169.2833	1.63	8.7457	83.2665	3.0008	7.72	0.12
300069.XSHE	0.08398373983739836	2016-10-20	782793920.0	277542464.0	45.7119	0.46	320.1507	433.3954	9.0887	2.29	0.02
300105.XSHE	0.013333333333333324	2016-10-28	2619086336.0	579337600.0	43.6747	-0.5	-10.6634	-91.3263	2.1434	-13.39	-0.02
300111.XSHE	0.0052845528455284585	2016-10-29	3008609536.0	1692501504.0	54.8702	-0.34	210.5583	62.6128	4.1586	-1.35	-0.004
300118.XSHE	0.020243902439024377	2016-10-29	10998864896.0	7187418112.0	110.9032	1.12	232.0502	34.4006	3.0787	4.62	0.0623
300120.XSHE	0.008292682926829265	2016-10-28	740781056.0	69767248.0	29.1887	0.21	40.8355	436.1447	4.9281	1.41	0.0062
300124.XSHE	-0.026178861788617877	2016-10-27	6353862144.0	1665602944.0	303.9167	7.04	-347.3055	37.5539	7.4174	31.86	0.19
300129.XSHE	0.0030081300813008067	2016-10-29	2947274752.0	855868992.0	58.3017	2.52	-50.2919	34.4155	2.8586	16.77	0.07
300140.XSHE	0.03991869918699188	2016-10-25	1161149696.0	248373024.0	43.8956	-0.34	2228.2776	656.3462	5.7025	-3.29	-0.0107
300141.XSHE	0.039349593495934955	2016-10-28	909444032.0	204895728.0	41.6748	1.89	-87.6058	184.419	6.2097	9.46	0.09
300153.XSHE	0.06658536585365854	2016-10-29	1591301888.0	613581312.0	64.96	0.02	-121.9303	157.6129	6.9239999999999995	-2.6	0.01
300208.XSHE	0.02097560975609755	2016-10-28	2397037568.0	965852800.0	122.874	4.12	-40.6236	36.2836	9.0994	24.75	0.0744
300215.XSHE	0.04975609756097562	2016-10-22	3920975360.0	2031631616.0	173.3525	2.17	-2062.6162	661.5177	9.4129	22.25	0.05
300222.XSHE	-0.005772357723577243	2016-10-28	4696875008.0	1152749568.0	155.3088	3.04	-92.5536	113.6222	4.1766	18.69	0.14
300265.XSHE	0.02682926829268292	2016-10-27	1622258560.0	690389056.0	59.6362	2.22	-542.7508	65.9109	6.5409	6.43	0.06
300274.XSHE	0.019105691056910568	2016-10-20	10586815488.0	4902311936.0	164.4607	1.27	6.9504	38.6601	2.9417	8.18	0.05
300283.XSHE	0.021869918699186995	2016-10-28	975201984.0	389053248.0	41.0218	2.66	-857.7896	717.4751	7.3428	6.43	0.04
300286.XSHE	0.039756097560975596	2016-10-29	733090944.0	154504592.0	39.2897	4.58	-102.8291	61.2713	7.1129999999999995	29.44	0.18
300308.XSHE	-0.052845528455284556	2016-10-19	625474304.0	75802088.0	29.3559	-0.21	43.4605	524.7771	5.3306	-4.52	-0.01
300316.XSHE	0.0063414634146341554	2016-10-28	2631521792.0	547559552.0	114.7943	2.89	-27.5154	109.7304	6.2269	20.66	0.06
300341.XSHE	0.02894308943089431	2016-10-25	1109482496.0	150854368.0	65.5776	3.35	142.5017	69.2074	7.1464	16.49	0.0614
300356.XSHE	0.04601626016260163	2016-10-21	2246761472.0	706295872.0	63.7908	1.32	53.4268	161.2592	4.4698	11.34	0.1138
300360.XSHE	0.03487804878048783	2016-10-28	1816300672.0	579283712.0	74.2764	5.97	7865.4136	31.4553	6.3974	20.94	0.2
300370.XSHE	0.013902439024390244	2016-10-28	2298722560.0	1063654912.0	61.2459	1.97	-515.832	76.4022	5.2239	9.83	0.0361
300376.XSHE	-0.02520325203252033	2016-10-27	7472308224.0	3987029248.0	153.205	4.8	93.6592	54.8959	4.5779	7.83	0.2224
300393.XSHE	-0.08406504065040653	2016-10-25	2739669504.0	1786578944.0	71.1384	4.78	-459.0562	66.0585	8.085	14.88	0.24
300407.XSHE	0.009756097560975632	2016-10-29	1760176896.0	875020672.0	47.2736	10.34	294.1229	67.8542	5.9935	73.12	0.3164
300414.XSHE	0.08975609756097563	2016-10-21	811222656.0	107374392.0	59.0024	1.37	105.0236	73.2229	8.4981	16.1	0.0566
300423.XSHE	0.029268292682926814	2016-10-25	581432448.0	106200752.0	33.8278	1.07	-114.4197	76.8682	7.2082	9.59	0.05
300427.XSHE	0.016829268292682928	2016-10-29	713712000.0	90865288.0	62.1116	0.24	43.1433	87.5577	11.0897	2.06	0.0047
300444.XSHE	0.011869918699186998	2016-10-22	1660794880.0	808144128.0	81.2766	3.34	-86.6147	90.1538	10.7424	10.72	0.1
300447.XSHE	0.03983739837398373	2016-10-29	849730048.0	212661104.0	74.7792	6.35	-58.6582	104.1901	12.5951	22.15	0.2403
300466.XSHE	0.005040650406504073	2016-10-28	1328698624.0	247049280.0	88.6411	1.94	-65.817	267.4838	8.2962	17.17	0.0506
300477.XSHE	0.04349593495934961	2016-10-28	1843198976.0	1003006720.0	69.4945	2.16	-37.0762	79.4264	8.4614	5.15	0.06
300484.XSHE	0.15186991869918698	2016-10-22	823672000.0	263405696.0	95.0248	7.08	54.0199	133.9526	18.2061	21.94	0.3685
300490.XSHE	0.007967479674796751	2016-10-27	930133952.0	343494720.0	46.28	1.33	-1067.3381	102.3508	8.3791	6.57	0.037000000000000005
300491.XSHE	0.11902439024390242	2016-10-19	490819904.0	92115192.0	57.61600000000001	2.12	57.2923	134.8153	14.7607	16.11	0.1046
300510.XSHE	0.027154471544715446	2016-10-28	776526976.0	190863632.0	71.1883	2.43	28.7028	142.2411	12.7123	12.61	0.08
600089.XSHG	-0.015040650406504062	2016-10-28	77010616320.0	50128969728.0	279.5881	2.48	-27.7404	14.8122	1.3379	7.67	0.1703
600110.XSHG	0.0002439024390243995	2016-10-25	5414849024.0	3154584832.0	115.9515	0.4	119.6399	80.2208	6.2538	3.03	0.0064
600112.XSHG	0.029268292682926828	2016-10-26	2735635968.0	1570754432.0	56.5217	-0.05	-44.5295	-32.0072	4.8495	-0.49	-0.0012
600151.XSHG	0.0026829268292682933	2016-10-28	13846584320.0	7573070848.0	150.0228	-0.06	-155.2818	86.9116	2.4464	-0.08	-0.0035
600192.XSHG	0.01373983739837398	2016-10-22	4844491264.0	2869945600.0	41.6127	0.18	-505.4402	102.8227	2.1868	1.25	0.0075
600202.XSHG	-0.009674796747967476	2016-10-29	1991715584.0	1211222528.0	45.1575	-4.62	25.7628	323.7391	5.5243	-71.1	-0.0964
600268.XSHG	0.011382113821138214	2016-10-22	10913836032.0	8518273536.0	53.2972	-0.11	10.0934	175.0469	3.0461	1.88	-0.003
600290.XSHG	0.00804878048780488	2016-10-31	7875326464.0	3634844416.0	86.93299999999999	-0.5	6.4961	144.5842	2.0655	-4.26	-0.0277
600312.XSHG	0.022520325203252044	2016-10-15	12501272576.0	5816335360.0	195.42	5.56	66.3864	23.636999999999997	3.2125	22.63	0.3056
600353.XSHG	0.016016260162601617	2016-10-28	1473404800.0	287959200.0	52.9583	1.28	40.1538	109.0689	5.0867	7.04	0.02
600379.XSHG	0.045772357723577226	2016-10-29	906184896.0	429878368.0	44.2706	3.55	-699.4657	161.2358	9.6424	9.26	0.0704
600401.XSHG	0.0013008130081300824	2016-10-29	17329752064.0	12313300992.0	108.6735	0.06	-19.3117	113.1063	2.1621	0.27	0.0006
600405.XSHG	0.021138211382113817	2016-10-26	2563858944.0	1737485952.0	50.67	5.68	1857.8962	101.53200000000001	6.5623	12.13	0.105
600406.XSHG	0.0011382113821138114	2016-10-25	16130041856.0	7866336256.0	396.4052	6.15	157.2292	30.5111	5.1598	17.13	0.2
600416.XSHG	-0.012276422764227655	2016-10-29	21400465408.0	14886718464.0	122.391	0.48	12.0973	192.7938	1.9217	0.64	0.03
600468.XSHG	0.01650406504065041	2016-10-28	2791556352.0	917291520.0	72.6758	0.71	277.1371	434.1385	4.2124	5.88	0.0225
600475.XSHG	0.028292682926829273	2016-10-28	5010779136.0	3330415360.0	50.7392	1.23	18.0417	45.5241	3.4556	3.78	0.06
600517.XSHG	0.016422764227642286	2016-10-26	9285156864.0	5744231424.0	146.0593	2.26	-518.4624	33.984	4.5152	5.32	0.05
600525.XSHG	-0.002926829268292693	2016-10-22	14476135424.0	7437087744.0	183.2045	3.01	37.5538	37.9353	3.3362	12.57	0.1409
600537.XSHG	0.0108130081300813	2016-10-28	6472884736.0	3413111040.0	90.3444	3.59	15.1679	38.6976	3.0605	10.68	0.09
600550.XSHG	-0.019918699186991864	2016-10-26	8721569792.0	8190906368.0	96.6802	-15.34	18.4965	106.6509	26.2506	-8.88	-0.03
600580.XSHG	0.01853658536585366	2016-10-28	15532147712.0	10008763392.0	126.3122	0.15	27.4615	35.0611	2.506	0.68	0.0057
600590.XSHG	0.019999999999999993	2016-10-29	7885779968.0	4006123008.0	123.7879	0.82	35.5706	143.9378	3.3353	4.1	0.05
600847.XSHG	0.1268292682926829	2016-10-31	828148800.0	119078048.0	50.4929	0.78	129.2945	-254.8532	7.1868	6.2	0.036000000000000004
600869.XSHG	0.01325203252032521	2016-10-31	14607306752.0	8733749248.0	196.4127	1.37	16.8662	46.5128	3.5404	2.46	0.0345
600875.XSHG	0.0032520325203252063	2016-10-22	87388282880.0	64600981504.0	224.3424	-3.26	3.2973	51.0946	0.9996	-13.14	-0.31
600885.XSHG	-0.0232520325203252	2016-10-29	6408876032.0	2002062592.0	183.9561	4.72	-69.4118	38.9488	5.8647	17.04	0.29
600973.XSHG	-0.0019512195121951165	2016-10-29	11776398336.0	7873910272.0	68.5288	2.53	-17.5122	42.6968	1.9893	2.37	0.0983
601012.XSHG	-0.01536585365853659	2016-10-29	16038742016.0	6424139264.0	267.8668	2.96	34.8969	51.4806	2.8588	10.72	0.13
601126.XSHG	0.001219512195121954	2016-10-31	5938641920.0	2233981696.0	78.6337	2.0	-110.0298	22.8509	2.1669	8.45	0.0903
601179.XSHG	-0.002439024390243901	2016-10-29	34195290112.0	14822892544.0	265.0081	1.59	30.5139	29.3159	1.4589	8.97	0.06
601218.XSHG	0.00495934959349593	2016-10-29	3922551552.0	1353030528.0	54.2493	1.34	1902.7604	42.1763	2.1790000000000003	8.08	0.0339
601222.XSHG	0.021219512195121953	2016-10-28	11568330752.0	3416749824.0	160.3129	1.67	-138.9961	32.3761	2.0379	21.48	0.08
601558.XSHG	0.005772357723577235	2016-10-28	11408089088.0	7782561280.0	159.8109	-4.64	-1318.787	-3.5894	4.2132	-77.95	-0.03
601567.XSHG	0.017560975609756085	2016-10-25	11037799424.0	4621121536.0	183.168	2.5	9.665	32.4792	2.9548	12.75	0.11
601616.XSHG	0.010731707317073173	2016-10-28	2858085376.0	458550944.0	55.4796	-0.5	45.6646	697.8775	2.3369999999999997	-7.06	-0.0129
601700.XSHG	0.00032520325203252786	2016-10-25	4815475200.0	1860531456.0	80.8005	2.18	-45.9639	39.857	2.9224	7.61	0.05
601727.XSHG	0.0	2016-10-31	170935468032.0	113172873216.0	1130.9034	1.22	51.2737	53.1296	2.3969	6.6	0.0387
601877.XSHG	0.0232520325203252	2016-10-24	12223319040.0	4277021440.0	299.6462	6.54	-31.7351	17.1884	4.3339	15.01	0.36
601908.XSHG	0.010081300813008133	2016-10-28	10047537152.0	3706667520.0	140.012	1.08	18.9788	62.3542	2.2772	19.6	0.03
603015.XSHG	0.023333333333333327	2016-10-29	1330972288.0	217698944.0	51.1055	0.56	1086.0688	76.2013	4.7088	1.93	0.02
603016.XSHG	0.10203252032520323	2016-10-31	921162432.0	104287544.0	56.5675	1.94	17.1484	85.8622	7.2223	16.1	0.1
603025.XSHG	0.01373983739837398	2016-10-25	1566240896.0	105395000.0	145.6326	2.82	-199.1451	78.5855	10.3842	27.74	0.09
603100.XSHG	0.020650406504065032	2016-10-29	4501931520.0	2640539648.0	57.9465	1.73	33.0477	37.9027	3.217	4.04	0.08
603333.XSHG	-0.003821138211382119	2016-10-27	1697436032.0	247482112.0	43.8364	-0.87	105.3097	1327.2625	2.9971	-10.62	-0.0244
603606.XSHG	0.014146341463414636	2016-10-29	1963705728.0	1136688128.0	42.7584	0.66	120.7293	84.8649	5.2045	1.34	0.02
603618.XSHG	0.029999999999999995	2016-10-18	4048207360.0	1803061376.0	95.8196	2.68	-3312.2896	70.9941	4.4223	5.98	0.0734
603806.XSHG	0.012439024390243912	2016-10-26	5223521280.0	622834112.0	187.533	3.77	62.0365	28.9718	4.2314	16.85	0.42
603861.XSHG	0.1494308943089431	2016-10-29	2603129344.0	796069568.0	149.567	1.11	440.5092	86.8756	8.3696	8.31	0.051
603988.XSHG	0.005121951219512216	2016-10-29	818433664.0	171655840.0	46.152	0.96	70.7909	107.9062	7.2046	10.01	0.0773
