code	r	pubDate	total_assets	total_liability	market_cap	roe	pcf_ratio	pe_ratio_lyr	pb_ratio	net_profit_to_total_revenue	eps
002323.XSHE	-0.031129032258064526	2015-10-30	860893120.0	337485664.0	71.8138	23.16	248.8983	572.1294	2.0136	34.76	0.9047
002334.XSHE	0.014999999999999996	2015-10-28	1922622592.0	301254048.0	57.6735	2.74	-544.2776	35.6198	3.9309	15.75	0.0549
002335.XSHE	-0.06911290322580646	2015-10-28	2894174720.0	1462516352.0	47.0782	4.87	55.082	37.0809	4.1329	13.62	0.26
002339.XSHE	0.10516129032258063	2015-10-30	2288779776.0	803717504.0	68.2392	3.84	917.3028	52.617	5.0583	17.68	0.14
002350.XSHE	0.024677419354838706	2015-10-28	1730180736.0	630590912.0	34.2918	-0.64	-26.2158	46.5733	3.2387	-2.07	-0.0308
002356.XSHE	0.012741935483870969	2015-10-29	2493207552.0	950482176.0	64.2993	0.23	101.7953	147.5898	4.2751	1.26	0.01
002358.XSHE	0.003870967741935473	2015-10-29	4428175872.0	2196269824.0	102.7114	5.25	222.6455	39.6331	4.9245	25.24	0.14
002359.XSHE	-0.0120967741935484	2015-10-28	1366783232.0	434864832.0	74.0237	0.15	-266.8489	-90.0008	7.9548	1.05	0.0033
002364.XSHE	0.045161290322580656	2015-10-29	1417931136.0	285305760.0	96.9568	3.37	-158.987	77.1278	9.2188	18.15	0.07
002441.XSHE	0.02967741935483872	2015-10-31	4141930752.0	1780898944.0	74.5262	1.7	-340.4807	35.2059	3.2374	2.01	0.08
002451.XSHE	-0.0022580645161290273	2015-10-29	1920105984.0	1213937664.0	37.6394	0.52	199.6233	142.4756	5.5345	3.14	0.008
002452.XSHE	-0.019435483870967742	2015-10-24	1435914240.0	222049200.0	47.9992	1.31	-51.8224	53.0892	4.0449	11.02	0.03
002471.XSHE	0.019677419354838712	2015-10-31	6168560128.0	3856698880.0	76.1814	1.22	119.7257	73.3713	4.561	1.88	0.0403
002498.XSHE	0.020241935483870967	2015-10-28	6520062464.0	2162488320.0	193.2761	1.54	-40.3931	81.24600000000001	4.5038	6.86	0.06
002506.XSHE	0.04629032258064516	2015-10-31	7641964544.0	6941472256.0	179.6746	31.76	36.0895	6.6687	35.9417	8.72	0.07
002518.XSHE	-0.027177419354838705	2015-10-28	2220021248.0	544537088.0	67.612	3.66	146.15	44.3188	4.247	15.56	0.2
002527.XSHE	0.08403225806451613	2015-10-27	3121769216.0	917704960.0	100.9687	3.32	-80.5244	49.67100000000001	4.8572	19.96	0.1188
002531.XSHE	0.00467741935483871	2015-10-31	4691166208.0	2548164352.0	80.3248	5.68	33.5087	45.9297	4.033	19.49	0.141
002533.XSHE	-0.0076612903225806534	2015-10-23	2983390464.0	792196096.0	37.6936	2.76	78.1559	29.4701	1.9161	6.73	0.099
002534.XSHE	-0.0013709677419354834	2015-10-27	7169596416.0	4318554624.0	45.3389	1.68	-10.5111	64.1814	1.8978	8.25	0.1
002546.XSHE	-0.018145161290322582	2015-10-27	1722963584.0	310496064.0	41.5296	2.21	16.4476	27.0657	3.1818	17.25	0.11599999999999999
002560.XSHE	-0.02935483870967741	2015-10-20	2236008704.0	610140736.0	28.5338	0.73	-32.0411	60.8621	2.0433	2.42	0.07
002576.XSHE	-0.0370967741935484	2015-10-28	1135171328.0	255153232.0	26.1188	0.04	24.0773	-157.3916	3.092	-0.88	0.0
002580.XSHE	-0.00032258064516128344	2015-10-23	1771017216.0	696127744.0	27.1288	0.78	28.3751	139.8767	2.5435	2.54	0.04
002606.XSHE	-0.024677419354838706	2015-10-28	1419816704.0	659833600.0	22.34	4.28	85.9463	86.7691	3.179	13.57	0.15
002610.XSHE	-0.0014516129032258042	2015-10-31	9912121344.0	7429725184.0	68.8025	2.06	26.8885	74.7717	2.9316	6.03	0.07
002617.XSHE	-0.019919354838709675	2015-10-27	2325166848.0	1411737216.0	61.848	2.23	-54.9969	-158.0246	7.0464	5.9	0.06
002622.XSHE	0.007177419354838714	2015-10-30	1457273344.0	329845280.0	106.176	1.8	-59.2485	224.6943	9.5889	40.31	0.05
002630.XSHE	0.005322580645161291	2015-10-28	9009090560.0	6093645824.0	69.372	2.61	-14.2506	46.5202	2.4597	7.47	0.1017
002665.XSHE	0.013225806451612894	2015-10-27	4624406016.0	1741600000.0	178.1317	-0.44	35.4894	83.7272	6.6637	-12.13	-0.02
002692.XSHE	-0.006370967741935484	2015-10-27	3336859648.0	1827559680.0	40.4447	3.57	-517.451	41.0305	3.0393	6.95	0.15
002706.XSHE	0.0029032258064516083	2015-10-23	1217552512.0	345333376.0	42.8698	5.53	250.6325	42.7523	5.2148	16.35	0.41
002733.XSHE	-0.011048387096774201	2015-10-26	2143262080.0	961474880.0	42.84	3.85	308.1053	43.5684	3.8328	7.73	0.14
002767.XSHE	-0.050322580645161305	2015-10-26	712555904.0	109693920.0	28.78	3.04	9.0765	43.1975	4.9211	21.81	0.1803
300001.XSHE	0.021854838709677426	2015-10-19	3868005376.0	2131122176.0	149.1056	1.86	251.75599999999997	93.7251	10.2194	5.23	0.03
300011.XSHE	0.09346774193548386	2015-10-29	3115306752.0	1165909632.0	136.0732	2.67	379.6525	77.87899999999999	7.1851	18.01	0.0988
300018.XSHE	0.021854838709677426	2015-10-27	879731136.0	61721600.0	41.3205	2.59	247.9316	82.8741	5.443	29.69	0.1
300029.XSHE	-0.004354838709677427	2015-10-26	985436928.0	374155296.0	20.4	-2.27	-128.531	69.2154	3.5562	-37.75	-0.0645
300040.XSHE	0.0076612903225806534	2015-10-27	1433070464.0	276875744.0	22.6963	-0.91	14.6537	-40.7303	1.9453	-29.43	-0.0378
300048.XSHE	-0.0014516129032258042	2015-10-27	2189609984.0	484910528.0	35.4038	0.32	-30.6902	80.9982	2.3194	4.32	0.01
300062.XSHE	0.0246774193548387	2015-10-26	1224413184.0	396851360.0	24.1626	0.68	120.7756	79.5864	3.161	4.32	0.03
300068.XSHE	0.001612903225806446	2015-10-23	6491746816.0	3273217792.0	76.2275	2.07	22.0384	72.1839	2.6425	6.25	0.1
300069.XSHE	0.01225806451612903	2015-10-24	684601792.0	197750928.0	23.2479	0.26	-71.6066	148.0927	4.846	2.35	0.01
300105.XSHE	0.020241935483870967	2015-10-27	2912225280.0	817661312.0	43.3154	-1.04	-112.9687	25.5736	2.066	-9.13	-0.04
300111.XSHE	0.007258064516129035	2015-10-27	3231855872.0	2022306816.0	58.7895	2.18	-171.6958	156.9168	4.9637	8.04	0.023
300118.XSHE	-0.021935483870967734	2015-10-24	7691331584.0	4703780352.0	68.6737	3.35	30.3844	102.5788	2.3758	7.49	0.146
300120.XSHE	0.01870967741935484	2015-10-26	725059520.0	58077836.0	24.1888	0.24	-26.3709	488.6693	4.0696	0.48	0.006999999999999999
300124.XSHE	0.03943548387096775	2015-10-27	5379919872.0	1303607936.0	283.7168	6.89	231.0656	42.5799	7.6291	34.27	0.32
300129.XSHE	0.012741935483870969	2015-10-22	3025331200.0	1236079232.0	45.36	2.86	58.7181	46.7312	2.9288	11.92	0.07
300140.XSHE	0.05580645161290324	2015-10-27	1133168768.0	223296496.0	50.141999999999996	-0.35	-26.6486	589.9581	6.4495	-4.09	-0.0111
300141.XSHE	-0.04500000000000001	2015-10-27	767888256.0	81587384.0	24.4105	-0.28	96.1027	46.9851	3.5493	-3.42	-0.01
300153.XSHE	0.012499999999999992	2015-10-23	1278508288.0	303648608.0	30.272	0.35	-51.2444	96.6316	3.2616	3.58	0.01
300208.XSHE	0.05927419354838711	2015-10-23	2020343040.0	984466624.0	130.3092	7.54	89.9458	118.9705	12.5803	25.86	0.1074
300215.XSHE	0.0019354838709677437	2015-10-27	3528210432.0	2180846592.0	65.52	2.2	45.4356	84.4275	5.1413	23.58	0.04
300222.XSHE	-0.033064516129032266	2015-10-24	1988747264.0	583088768.0	115.9581	1.84	-79.2668	150.8156	7.0484	15.67	0.0441
300242.XSHE	-0.0008064516129032086	2015-10-27	870148352.0	364799840.0	65.6446	1.37	-106.8978	1601.6257	13.169	2.5	0.032
300265.XSHE	-0.0020967741935483853	2015-10-27	1319568512.0	510820512.0	30.7462	2.54	-42.4239	95.3666	3.9021	7.86	0.06
300274.XSHE	0.026693548387096793	2015-10-27	5876638720.0	3256668160.0	154.43200000000002	3.71	124.2069	54.5145	6.2355	12.78	0.14
300283.XSHE	0.006612903225806454	2015-10-26	821968064.0	255636432.0	28.5909	0.91	-89.2381	122.9006	5.2376	2.75	0.02
300286.XSHE	0.018467741935483877	2015-10-27	660268224.0	133282600.0	27.6409	4.2	-164.0073	38.724000000000004	5.5344	25.83	0.15
300308.XSHE	0.030161290322580633	2015-10-24	611162944.0	73665976.0	24.15	-0.05	88.447	295.7564	4.4926	-1.01	-0.02
300316.XSHE	0.03854838709677419	2015-10-29	2234957568.0	348142688.0	228.81	1.49	-65.8951	347.6796	13.0709	17.84	0.03
300341.XSHE	-0.021370967741935486	2015-10-27	993975936.0	143427040.0	40.6121	3.0	-87.4163	107.9963	3.3296	12.15	0.0832
300356.XSHE	-0.021854838709677412	2015-10-23	2061026304.0	662873920.0	43.1268	1.21	-47.7617	120.027	3.3261	9.55	0.0981
300360.XSHE	0.005322580645161291	2015-10-23	1644366848.0	638182400.0	106.5788	7.45	-173.9617	49.8293	11.4757	24.92	0.3
300362.XSHE	-0.04282258064516128	2015-10-28	2761435392.0	2115990528.0	31.3331	1.23	-19.8588	94.1748	5.082	7.2	0.0748
300372.XSHE	-0.007580645161290333	2015-10-27	1157509888.0	492643296.0	20.4668	0.09	-41.0308	46.4101	3.0812	1.23	0.0037
300376.XSHE	-0.015161290322580652	2015-10-27	3492950784.0	2248369664.0	87.2352	6.85	-83.0057	50.2692	7.5401	7.41	0.3274
300393.XSHE	-0.021048387096774188	2015-10-23	1473778176.0	486658752.0	38.2368	3.21	43.1357	32.5493	5.0231	11.62	0.21
300407.XSHE	0.017177419354838703	2015-10-23	1069071680.0	286995712.0	49.8576	2.31	34.7147	67.9321	6.5805	19.29	0.13
300414.XSHE	0.009838709677419346	2015-10-27	758555840.0	106717000.0	47.5592	2.12	18.771	48.7314	7.4524	20.96	0.12
300423.XSHE	0.02290322580645164	2015-10-23	568009856.0	145355872.0	25.3792	1.36	31.7337	59.271	6.0868	9.56	0.06
300427.XSHE	0.03306451612903224	2015-10-27	573046464.0	68080328.0	46.2946	0.22	140.697	82.2206	9.187000000000001	3.69	0.01
300444.XSHE	0.015806451612903234	2015-10-24	1076360960.0	320754624.0	51.0675	2.14	13.6928	68.7818	6.9087	11.51	0.06
300447.XSHE	-0.013306451612903215	2015-10-28	659098816.0	116530520.0	46.5993	4.66	19.9052	94.6146	8.9989	24.32	0.3054
300466.XSHE	-0.06895161290322581	2015-10-22	595727040.0	143254016.0	21.824	1.13	12.6177	60.2694	4.8981	9.7	0.06
300477.XSHE	-0.01774193548387096	2015-10-26	1412985216.0	715041600.0	37.6034	3.18	12.321	49.9479	5.5696	7.79	0.2
600089.XSHG	0.025080645161290317	2015-10-28	65978232832.0	42755358720.0	342.4503	2.49	12.7729	20.7722	1.7574	6.0	0.1552
600110.XSHG	0.0578225806451613	2015-10-31	6304326656.0	5135537152.0	157.9379	-38.86	-83.8949	-60.258	8.703	-155.39	-0.4956
600112.XSHG	0.02733870967741936	2015-10-30	2811036672.0	1541387520.0	63.396	0.09	381.9678	398.4365	5.0077	0.47	0.0022
600151.XSHG	-0.012499999999999992	2015-10-28	10819259392.0	6836680192.0	114.6415	1.03	-128.2592	511.9488	2.8301	4.86	0.033
600192.XSHG	0.008548387096774197	2015-10-21	4438313984.0	2482425344.0	33.7495	0.24	21.7425	43.4296	1.7939	1.72	0.0104
600202.XSHG	0.006370967741935491	2015-10-27	2501170176.0	1676735744.0	42.6275	-3.2	-48.1677	188.9979	5.0072	-29.5	-0.0702
600268.XSHG	0.023951612903225804	2015-10-29	10431909888.0	7966057984.0	47.1353	1.01	-11.335	-13.8242	2.615	4.03	0.03
600290.XSHG	0.025483870967741937	2015-10-30	5328146944.0	3171254528.0	57.9572	2.9	-47.6045	63.8832	2.8341	12.93	0.1142
600312.XSHG	0.044919354838709666	2015-10-31	11564499968.0	5519569408.0	251.1568	3.6	-44.8243	36.2302	4.4899	18.72	0.1894
600353.XSHG	0.009193548387096772	2015-10-29	1342646144.0	289440352.0	34.3087	2.12	-719.7667	54.2824	3.4974	11.88	0.04
600379.XSHG	-0.02717741935483872	2015-10-31	830186176.0	396847648.0	34.6004	2.54	25.8734	170.426	8.2182	6.77	0.046
600401.XSHG	-0.0004838709677419359	2015-10-31	15642066944.0	10780192768.0	105.8385	0.29	21.3451	-11.1692	2.1934	0.85	0.003
600405.XSHG	0.005645161290322575	2015-10-24	2051122048.0	1300701952.0	43.1523	2.63	200.4831	94.4503	5.9146	6.72	0.046
600406.XSHG	0.02588709677419354	2015-10-23	13593230336.0	6469894144.0	344.6685	3.9	102.1627	26.863000000000003	5.0809	15.26	0.11
600416.XSHG	0.04379032258064517	2015-10-31	18863833088.0	14943513600.0	98.3525	2.04	53.9959	180.7938	2.6528	2.74	0.11
600468.XSHG	0.02620967741935484	2015-10-29	1494988160.0	738844480.0	57.1609	0.88	104.2858	117.6507	8.7572	3.04	0.0126
600475.XSHG	0.004596774193548375	2015-10-29	5031972352.0	3428711168.0	35.9424	1.29	69.4651	43.1858	2.5767	3.43	0.07
600517.XSHG	0.028870967741935486	2015-10-23	5223397376.0	2756323584.0	122.3365	2.62	57.7321	42.8393	5.5426	5.27	0.05
600525.XSHG	0.03629032258064515	2015-10-23	9292635136.0	3858235648.0	229.4009	4.52	76.007	62.708	4.71	15.3	0.1953
600537.XSHG	-0.0013709677419354834	2015-10-29	6882091008.0	4216768768.0	59.1709	4.39	-28.185	49.3681	2.3209999999999997	6.09	0.2
600550.XSHG	0.005806451612903231	2015-10-31	8931665920.0	7765743104.0	104.0464	-0.51	61.9887	153.6696	10.8793	-1.03	-0.003
600580.XSHG	0.013064516129032266	2015-10-28	13882162176.0	8817181696.0	120.15899999999999	1.48	22.4322	26.9546	3.0934	3.69	0.0523
600590.XSHG	0.0021774193548387204	2015-10-28	6523258880.0	3386472704.0	86.0751	0.65	-67.1633	146.8961	2.8593	3.71	0.03
600847.XSHG	0.0	2015-10-30	884293312.0	143893072.0	52.2933	0.99	90.2814	2362.594	7.2372	11.42	0.051
600869.XSHG	0.02137096774193548	2015-10-31	11133745152.0	7777525248.0	152.1697	2.75	-56.0064	83.2829	4.7907	3.01	0.0885
600875.XSHG	0.03685483870967742	2015-10-30	83939033088.0	60160016384.0	292.1125	0.34	5.415	22.8524	1.2942	0.99	0.0332
600885.XSHG	0.03161290322580647	2015-10-31	5346078208.0	1563762176.0	149.3779	4.62	-60.1342	34.7496	5.5154	16.68	0.24
600973.XSHG	0.00903225806451613	2015-10-31	10118672384.0	7913084416.0	46.4924	2.44	11.9135	36.1318	2.1842	1.53	0.1238
601012.XSHG	0.0037903225806451665	2015-10-30	9270746112.0	3902752768.0	162.0917	2.44	26.9826	55.217	3.1156	10.59	0.07
601126.XSHG	0.04153225806451613	2015-10-29	5430738944.0	1931729152.0	107.4607	2.05	90.9584	31.5338	3.1478	9.19	0.17
601179.XSHG	0.012419354838709677	2015-10-29	31795271680.0	12890030080.0	311.1411	0.82	25.6465	45.4799	1.7377	5.53	0.03
601218.XSHG	0.01314516129032258	2015-10-28	3915367936.0	1459852928.0	54.2493	1.56	55.2667	58.4221	2.3174	6.9	0.0376
601222.XSHG	-0.0005645161290322604	2015-10-28	6440596480.0	1536262912.0	117.0606	3.04	18.8488	28.5569	2.505	21.11	0.37
601558.XSHG	0.012661290322580647	2015-10-28	15710488576.0	8215815680.0	214.6894	-5.14	-29.3517	265.9257	2.7222	-244.4	-0.07
601567.XSHG	0.010483870967741928	2015-10-22	7158404608.0	4362344448.0	135.4416	4.98	23.4805	36.3726	5.0543	12.69	0.11
601616.XSHG	0.006129032258064515	2015-10-31	3112284928.0	557476800.0	47.1317	0.62	-28.9571	121.5813	1.8899	6.84	0.0165
601700.XSHG	0.0017741935483871019	2015-10-27	3785383680.0	977813696.0	75.7086	2.08	-30.9867	38.2893	2.7582	10.13	0.05
601727.XSHG	0.02298387096774193	2015-10-31	159338643456.0	110808145920.0	1440.1255	1.51	30.028000000000002	56.3763	3.9872	7.8	0.0433
601877.XSHG	0.08693548387096775	2015-10-30	13287434240.0	5899306496.0	402.6243	7.23	65.0371	21.968000000000004	6.1745	16.27	0.37
601908.XSHG	0.013870967741935488	2015-10-27	7580761600.0	3612275456.0	118.3044	2.06	-47.478	102.8919	3.0668	22.23	0.04
603015.XSHG	0.019596774193548386	2015-10-29	1197387648.0	142318096.0	44.3822	1.21	35.7346	49.4211	4.2567	16.33	0.06
603025.XSHG	0.04798387096774195	2015-10-28	1535167872.0	97961320.0	161.3223	3.31	218.0367	73.696	11.7166	33.3	0.1
603100.XSHG	0.027258064516129037	2015-10-31	4049869824.0	2268219136.0	53.562	2.35	23.9219	33.5948	3.0488	5.59	0.1
603333.XSHG	-0.0020161290322580645	2015-10-30	1744007424.0	253844144.0	33.9563	0.82	217.2044	-49.0691	2.2975	8.32	0.023
603606.XSHG	0.02516129032258064	2015-10-30	1882179200.0	1093804544.0	53.7978	1.05	73.1947	82.7458	6.896	1.59	0.03
603618.XSHG	-0.04637096774193548	2015-10-30	3315110912.0	1821631616.0	43.2887	2.65	119.20299999999999	36.9916	3.0292	4.66	0.1797
603806.XSHG	-0.008870967741935496	2015-10-31	4646323200.0	611360704.0	126.3084	3.64	34.7688	29.2317	3.2464	15.7	0.36
603988.XSHG	-0.04919354838709679	2015-10-30	802922560.0	175279808.0	26.48	1.93	-131.3896	48.7301	4.2947	17.84	0.1503
